Year;Overall;Team;Player;Nat.;Pos;Age;To;Amateur Team;GP;G;A;PTS;+/-;PIM;GP;W;L;T/O;SV%;GAA
2012;6;Anaheim Ducks;Hampus Lindholm\lindhha01;SE;D;18;2019;Rogle Jr. (Sweden-Jr.);382;44;106;150;89;180;;;;;;
2012;7;Minnesota Wild;Mathew Dumba\dumbama01;CA;D;18;2019;Red Deer (WHL);319;47;86;133;45;165;;;;;;
2012;8;Pittsburgh Penguins;Derrick Pouliot\poulide01;CA;D;18;2019;Portland (WHL);149;5;33;38;-33;57;;;;;;
2012;9;Winnipeg Jets;Jacob Trouba\troubja01;US;D;18;2019;USA U-18 (USHL);336;35;101;136;31;247;;;;;;
2012;10;Tampa Bay Lightning;Slater Koekkoek\koekksl01;CA;D;18;2018;Peterborough (OHL);76;4;9;13;-1;30;;;;;;
2012;11;Washington Capitals;Filip Forsberg\forsbfi01;SE;C;18;2019;Leksand (Sweden-2);341;124;142;266;35;151;;;;;;
2012;12;Buffalo Sabres;Mikhail Grigorenko\grigomi01;RU;C;18;2017;Quebec (QMJHL);217;22;42;64;-26;30;;;;;;
2012;13;Dallas Stars;Radek Faksa\faksara01;CZ;C;18;2019;Kitchener (OHL);213;35;45;80;22;128;;;;;;
2012;14;Buffalo Sabres;Zemgus Girgensons\girgeze01;LV;C;18;2019;Dubuque (USHL);358;44;60;104;-40;103;;;;;;
2012;15;Ottawa Senators;Cody Ceci\cecico01;CA;D;18;2019;Ottawa (OHL);370;25;67;92;-41;72;;;;;;
2012;16;Washington Capitals;Tom Wilson\wilsoto01;CA;RW;18;2018;Plymouth (OHL);391;35;69;104;22;806;;;;;;
2012;17;San Jose Sharks;Tomas Hertl\hertlto01;CZ;C;18;2019;Slavia (Czech);337;84;95;179;8;105;;;;;;
2012;18;Chicago Blackhawks;Teuvo Teravainen\teravte01;FI;LW;18;2019;Jokerit (Finland);287;56;102;158;11;52;;;;;;
2012;19;Tampa Bay Lightning;Andrey Vasilevskiy\vasilan02;RU;G;18;2019;Ufa 2 (Russia-Jr.);161;0;4;4;0;16;161;89;50;12;0,918;2,58
2012;20;Philadelphia Flyers;Scott Laughton\laughsc01;CA;C;18;2019;Oshawa (OHL);200;23;29;52;-12;109;;;;;;
2012;21;Calgary Flames;Mark Jankowski\jankoma01;CA;C;18;2019;Stanstead College (High-QC);81;17;10;27;-9;37;;;;;;
2012;22;Pittsburgh Penguins;Olli Maatta\maattol01;FI;D;18;2019;London (OHL);309;24;70;94;52;88;;;;;;
2012;23;Florida Panthers;Michael Matheson\mathemi01;CA;D;18;2019;Dubuque (USHL);171;17;27;44;-7;105;;;;;;
2012;24;Boston Bruins;Malcolm Subban\subbama01;CA;G;18;2019;Belleville (OHL);26;0;0;0;0;2;26;13;7;2;0,903;2,82
2012;25;St. Louis Blues;Jordan Schmaltz\schmajo01;US;D;18;2019;Green Bay (USHL);29;0;4;4;0;12;;;;;;
2012;26;Vancouver Canucks;Brendan Gaunce\gauncbr01;CA;C;18;2018;Belleville (OHL);114;5;7;12;-11;45;;;;;;
2012;27;Phoenix Coyotes;Henrik Samuelsson\samuehe01;US;C/RW;18;2015;Edmonton (WHL);3;0;0;0;-2;2;;;;;;
2012;28;New York Rangers;Brady Skjei\skjeibr01;US;D;18;2019;USA U-18 (USHL);179;10;57;67;-16;91;;;;;;
2012;29;New Jersey Devils;Stefan Matteau\mattest02;US;LW;18;2018;USA U-18 (USHL);64;3;4;7;-14;27;;;;;;
2012;30;Los Angeles Kings;Tanner Pearson\pearsta01;CA;LW;20;2019;Barrie (OHL);318;69;75;144;38;84;;;;;;
2012;31;Columbus Blue Jackets;Oscar Dansk\danskos01;SE;G;18;2018;Brynas Jr. (Sweden-Jr.);4;0;0;0;0;0;4;3;0;0;0,946;1,78
2012;32;Edmonton Oilers;Mitchell Moroz\morozmi01;CA;LW;18;;Edmonton (WHL);;;;;;;;;;;;
2012;33;Montreal Canadiens;Sebastian Collberg\collbse01;SE;RW;18;;Frolunda (Sweden);;;;;;;;;;;;
2012;34;New York Islanders;Ville Pokka\pokkavi01;FI;D;18;;Karpat (Finland);;;;;;;;;;;;
2012;35;Toronto Maple Leafs;Matt Finn\finnma01;CA;D;18;;Guelph (OHL);;;;;;;;;;;;
2012;36;Anaheim Ducks;Nicolas Kerdiles\kerdini01;US;LW;18;2018;USA U-18 (USHL);3;0;0;0;1;0;;;;;;
2012;37;Nashville Predators;Pontus Aberg\abergpo01;SE;LW;18;2019;Djurgarden (Sweden);73;5;13;18;4;18;;;;;;
2012;38;Carolina Hurricanes;Phillip Di Giuseppe\digiuph01;CA;LW;18;2019;Michigan (CCHA);128;13;24;37;-14;54;;;;;;
2012;39;Winnipeg Jets;Lukas Sutter\suttelu01;US;C;18;;Saskatoon (WHL);;;;;;;;;;;;
2012;40;Tampa Bay Lightning;Dylan Blujus\blujudy01;US;D;18;;Brampton (OHL);;;;;;;;;;;;
2012;41;Colorado Avalanche;Mitchell Heard\heardmi01;CA;C;20;;Plymouth (OHL);;;;;;;;;;;;
2012;42;Calgary Flames;Patrick Sieloff\sielopa01;US;D;18;2018;USA U-18 (USHL);2;2;0;2;-1;2;;;;;;
2012;43;Dallas Stars;Ludwig Bystrom\bystrlu01;SE;D;18;;MODO Jr. (Sweden-Jr.);;;;;;;;;;;;
2012;44;Buffalo Sabres;Jake McCabe\mccabja01;US;D;18;2019;Wisconsin (WCHA);225;11;41;52;-12;126;;;;;;
2012;45;Philadelphia Flyers;Anthony Stolarz\stolaan01;US;G;18;2017;Corpus Christi (NAHL);7;0;0;0;0;0;7;2;1;1;0,928;2,07
2012;46;Minnesota Wild;Raphael Bussieres\bussira01;CA;LW;18;;Baie-Comeau (QMJHL);;;;;;;;;;;;
2012;47;Carolina Hurricanes;Brock McGinn\mcginbr01;CA;LW;18;2019;Guelph (OHL);167;26;24;50;-41;40;;;;;;
2012;48;Chicago Blackhawks;Dillon Fournier\fourndi01;CA;D;18;;Rouyn-Noranda (QMJHL);;;;;;;;;;;;
2012;49;Detroit Red Wings;Martin Frk\frkma01;CZ;RW;18;2019;Halifax (QMJHL);71;11;14;25;-17;16;;;;;;
2012;50;Nashville Predators;Colton Sissons\sissoco01;CA;C;18;2019;Kelowna (WHL);200;23;27;50;26;77;;;;;;
2012;51;Montreal Canadiens;Dalton Thrower\throwda01;CA;D;18;;Saskatoon (WHL);;;;;;;;;;;;
2012;52;Pittsburgh Penguins;Teddy Blueger\bluegte01;LV;C;18;;Shattuck-St. Mary's (High-MN);;;;;;;;;;;;
2012;53;Tampa Bay Lightning;Brian Hart\hartbr01;US;RW;18;;Exeter (High-NH);;;;;;;;;;;;
2012;54;Dallas Stars;Mike Winther\winthmi01;CA;C;18;;Prince Albert (WHL);;;;;;;;;;;;
2012;55;San Jose Sharks;Chris Tierney\tiernch01;CA;C;18;2019;London (OHL);292;43;70;113;-11;46;;;;;;
2012;56;St. Louis Blues;Sam Kurker\kurkesa01;US;RW;18;;St. John's Prep (High-MA);;;;;;;;;;;;
2012;57;Vancouver Canucks;Alexandre Mallet\malleal01;CA;LW;20;;Rimouski (QMJHL);;;;;;;;;;;;
2012;58;Phoenix Coyotes;Jordan Martinook\martijo01;CA;LW;20;2019;Vancouver (WCHL);256;29;40;69;-42;107;;;;;;
2012;59;New York Rangers;Cristoval Nieves\nievecr01;US;C;18;2018;Kent School (High-CT);29;1;8;9;5;12;;;;;;
2012;60;New Jersey Devils;Damon Severson\severda01;CA;D;18;2019;Kelowna (WHL);286;20;79;99;-59;160;;;;;;
2012;61;Dallas Stars;Devin Shore\shorede01;CA;C;18;2019;Whitby (OJHL);176;25;45;70;-31;28;;;;;;
2012;62;Columbus Blue Jackets;Joonas Korpisalo\korpijo01;FI;G;18;2019;Jokerit Jr. (Finland-Jr.);66;0;0;0;0;2;66;34;24;6;0,909;2,89
2012;63;Edmonton Oilers;Jujhar Khaira\khairju01;CA;LW;18;2019;Prince George (BCHL);101;12;12;24;-11;69;;;;;;
2012;64;Montreal Canadiens;Tim Bozon\bozonti01;US;LW;18;;Kamloops (WHL);;;;;;;;;;;;
2012;65;New York Islanders;Adam Pelech\pelecad01;CA;D;18;2019;Erie (OHL);138;6;25;31;-1;34;;;;;;
2012;66;Nashville Predators;Jimmy Vesey\veseyji02;US;LW;19;2019;South Shore (EJHL);169;36;22;58;-35;53;;;;;;
2012;67;St. Louis Blues;Mackenzie MacEachern\maceama01;US;LW;18;;Brother Rice High (High-MI);;;;;;;;;;;;
2012;68;Minnesota Wild;John Draeger\draegjo01;US;D;18;;Shattuck-St. Mary's (High-MN);;;;;;;;;;;;
2012;69;Carolina Hurricanes;Daniel Altshuller\altshda01;CA;G;18;;Oshawa (OHL);;;;;;;;;;;;
2012;70;Winnipeg Jets;Scott Kosmachuk\kosmasc01;CA;RW;18;2016;Guelph (OHL);8;0;3;3;1;2;;;;;;
2012;71;Tampa Bay Lightning;Tanner Richard\richata01;CA;C;19;2017;Guelph (OHL);3;0;0;0;-2;2;;;;;;
2012;72;Colorado Avalanche;Troy Bourke\bourktr01;CA;LW;18;;Prince George (WHL);;;;;;;;;;;;
2012;73;Buffalo Sabres;Justin Kea\keaju01;CA;C;18;;Saginaw (OHL);;;;;;;;;;;;
2012;74;Dallas Stars;Esa Lindell\lindees01;FI;D;18;2019;Jokerit Jr. (Finland-Jr.);166;13;35;48;26;52;;;;;;
2012;75;Calgary Flames;Jon Gillies\gillijo01;US;G;18;2018;Indiana (USHL);12;0;0;0;0;2;12;4;5;1;0,903;2,71
2012;76;Ottawa Senators;Chris Driedger\driedch01;CA;G;18;2017;Calgary (WHL);3;0;0;0;0;0;3;0;1;0;0,889;2,53
2012;77;Washington Capitals;Chandler Stephenson\stephch02;CA;C/LW;18;2019;Regina (WHL);89;7;13;20;5;10;;;;;;
2012;78;Philadelphia Flyers;Shayne Gostisbehere\gostish01;US;D;19;2019;Union (ECAC);230;38;116;154;-11;81;;;;;;
2012;79;Chicago Blackhawks;Chris Calnan\calnach01;US;RW;18;;Nobles (High-MA);;;;;;;;;;;;
2012;80;Detroit Red Wings;Jake Paterson\paterja01;CA;G;18;;Saginaw (OHL);;;;;;;;;;;;
2012;81;Pittsburgh Penguins;Oskar Sundqvist\sundqos01;SE;C;18;2019;Skelleftea Jr. (Sweden-Jr.);71;2;7;9;-10;22;;;;;;
2012;82;Ottawa Senators;Jarrod Maidens\maideja01;CA;C/LW;18;;Owen Sound (OHL);;;;;;;;;;;;
2012;83;Pittsburgh Penguins;Matt Murray\murrama02;CA;G;18;2019;Sault Ste. Marie (OHL);116;0;3;3;0;4;116;72;29;8;0,916;2,62
2012;84;Florida Panthers;Steven Hodges\hodgest01;CA;C;18;;Victoria (WHL);;;;;;;;;;;;
2012;85;Boston Bruins;Matthew Grzelcyk\grzelma01;US;D;18;2019;USA U-18 (USHL);73;3;17;20;22;26;;;;;;
2012;86;St. Louis Blues;Colton Parayko\parayco01;CA;D;19;2019;Fort McMurray (AJHL);251;21;85;106;28;78;;;;;;
2012;87;Anaheim Ducks;Frederik Andersen\anderfr01;DK;G;22;2019;Frolunda (Sweden);265;0;7;7;0;24;265;153;66;31;0,918;2,55
2012;88;Phoenix Coyotes;James Melindy\melinja01;CA;D;18;;Moncton (QMJHL);;;;;;;;;;;;
2012;89;Nashville Predators;Brendan Leipsic\leipsbr01;CA;LW;18;2019;Portland (WHL);69;7;20;27;-10;18;;;;;;
2012;90;New Jersey Devils;Ben Johnson\johnsbe02;US;C/LW;18;;Windsor (OHL);;;;;;;;;;;;
2012;91;Edmonton Oilers;Daniil Zharkov\zharkda01;RU;LW;18;;Belleville (OHL);;;;;;;;;;;;
2012;92;Pittsburgh Penguins;Matia Marcantuoni\marcama01;CA;C/RW;18;;Kitchener (OHL);;;;;;;;;;;;
2012;93;Edmonton Oilers;Erik Gustafsson\gustaer02;SE;D;20;2019;Djurgarden (Sweden);86;6;29;35;15;12;;;;;;
2012;94;Montreal Canadiens;Brady Vail\vailbr01;US;C;18;;Windsor (OHL);;;;;;;;;;;;
2012;95;Columbus Blue Jackets;Josh Anderson\anderjo05;CA;RW;18;2019;London (OHL);168;42;28;70;15;143;;;;;;
2012;96;New Jersey Devils;Ben Thomson\thomsbe01;CA;LW;19;2017;Kitchener (OHL);3;0;0;0;-4;4;;;;;;
2012;97;Anaheim Ducks;Kevin Roy\royke01;CA;C;19;2018;Lincoln (USHL);25;6;1;7;3;6;;;;;;
2012;98;Minnesota Wild;Adam Gilmour\gilmoad01;US;C;18;;Nobles (High-MA);;;;;;;;;;;;
2012;99;Carolina Hurricanes;Erik Karlsson\karlser02;SE;C/LW;18;;Frolunda Jr. (Sweden-Jr.);;;;;;;;;;;;
2012;100;Washington Capitals;Thomas Di Pauli\dipauth01;US;C;18;;USA U-18 (USHL);;;;;;;;;;;;
2012;101;Tampa Bay Lightning;Cedric Paquette\paquece01;CA;C;19;2019;Blainville-Boisbriand (QMJHL);244;28;23;51;-9;229;;;;;;
2012;102;Phoenix Coyotes;Rhett Holland\hollarh01;CA;D;18;;Okotoks (AJHL);;;;;;;;;;;;
2012;103;New York Islanders;Loic Leduc\leduclo01;CA;D;18;;Cape Breton (QMJHL);;;;;;;;;;;;
2012;104;Dallas Stars;Gemel Smith\smithge02;CA;C;18;2019;Owen Sound (OHL);65;9;8;17;2;38;;;;;;
2012;105;Calgary Flames;Brett Kulak\kulakbr01;CA;D;18;2018;Vancouver (WCHL);101;2;9;11;-8;41;;;;;;
2012;106;Ottawa Senators;Timothy Boyle\boyleti01;US;D;19;;Nobles (High-MA);;;;;;;;;;;;
2012;107;Washington Capitals;Austin Wuthrich\wuthrau01;US;RW;19;;Notre Dame (CCHA);;;;;;;;;;;;
2012;108;Anaheim Ducks;Andrew O'Brien\obriean01;CA;D;19;;Chicoutimi (QMJHL);;;;;;;;;;;;
2012;109;San Jose Sharks;Christophe Lalancette\lalanch01;CA;RW;18;;Acadie-Bathurst (QMJHL);;;;;;;;;;;;
2012;110;Detroit Red Wings;Andreas Athanasiou\athanan01;CA;C/LW;18;2019;London (OHL);181;46;35;81;-25;49;;;;;;
2012;111;Philadelphia Flyers;Fredric Larsson\larssfr01;SE;D;18;;Brynas Jr. (Sweden-Jr.);;;;;;;;;;;;
2012;112;Nashville Predators;Zach Stepan\stepaza01;US;C;18;;Shattuck-St. Mary's (High-MN);;;;;;;;;;;;
2012;113;Pittsburgh Penguins;Sean Maguire\maguise01;CA;G;19;;Powell River (BCHL);;;;;;;;;;;;
2012;114;Florida Panthers;Alexander Delnov\delnoal01;RU;LW;18;;Mytischi 2 (Russia-Jr.);;;;;;;;;;;;
2012;115;Carolina Hurricanes;Trevor Carrick\carritr01;CA;D;18;2018;Mississauga St. Michael's (OHL);3;0;0;0;-1;2;;;;;;
2012;116;St. Louis Blues;Nicholas Walters\walteni01;CA;D;18;;Everett (WHL);;;;;;;;;;;;
2012;117;Philadelphia Flyers;Taylor Leier\leierta01;CA;LW;18;2018;Portland (WHL);55;2;5;7;-8;10;;;;;;
2012;118;Nashville Predators;Mikko Vainonen\vainomi01;FI;D;18;;HIFK Jr. (Finland-Jr.);;;;;;;;;;;;
2012;119;New York Rangers;Calle Andersson\anderca01;SE;D;18;;Farjestad Jr. (Sweden-Jr.);;;;;;;;;;;;
2012;120;Carolina Hurricanes;Jaccob Slavin\slavija01;US;D;18;2019;Chicago (USHL);236;15;73;88;24;30;;;;;;
2012;121;Los Angeles Kings;Nikolay Prokhorkin\prokhni01;RU;LW;18;;CSKA 2 (Russia-Jr.);;;;;;;;;;;;
2012;122;Montreal Canadiens;Charles Hudon\hudonch01;CA;LW;18;2019;Chicoutimi (QMJHL);84;12;25;37;-10;46;;;;;;
2012;123;Edmonton Oilers;Joey Laleggia\lalegjo01;CA;D;20;;Denver (WCHA);;;;;;;;;;;;
2012;124;Calgary Flames;Ryan Culkin\culkiry01;CA;D;18;;Quebec (QMJHL);;;;;;;;;;;;
2012;125;New York Islanders;Doyle Somerby\somerdo01;US;D;18;;Kimball Union (High-NH);;;;;;;;;;;;
2012;126;Toronto Maple Leafs;Dominic Toninato\tonindo01;US;C;18;2018;Duluth East (High-MN);37;0;2;2;0;12;;;;;;
2012;127;Anaheim Ducks;Brian Cooper\coopebr01;US;D;18;;Fargo (USHL);;;;;;;;;;;;
2012;128;Minnesota Wild;Daniel Gunnarsson\gunnada01;SE;D;20;;Lulea (Sweden);;;;;;;;;;;;
2012;129;Carolina Hurricanes;Brendan Woods\woodsbr01;CA;LW;20;2016;Wisconsin (WCHA);7;0;0;0;-1;7;;;;;;
2012;130;Winnipeg Jets;Connor Hellebuyck\helleco01;US;G;19;2019;Odessa (NAHL);157;0;2;2;0;0;157;87;44;15;0,916;2,57
2012;131;Boston Bruins;Seth Griffith\griffse01;CA;C;19;2018;London (OHL);79;8;11;19;-6;24;;;;;;
2012;132;Colorado Avalanche;Michael Clarke\clarkmi01;CA;C;18;;Windsor (OHL);;;;;;;;;;;;
2012;133;Buffalo Sabres;Logan Nelson\nelsolo01;US;C;19;;Victoria (WHL);;;;;;;;;;;;
2012;134;Dallas Stars;Branden Troock\troocbr01;CA;RW;18;;Seattle (WHL);;;;;;;;;;;;
2012;135;New Jersey Devils;Graham Black\blackgr01;CA;C;19;;Swift Current (WHL);;;;;;;;;;;;
2012;136;Ottawa Senators;Robert Baillargeon\baillro01;US;C;18;;Indiana (USHL);;;;;;;;;;;;
2012;137;Washington Capitals;Connor Carrick\carrico01;US;D;18;2019;USA U-18 (USHL);175;10;24;34;-3;118;;;;;;
2012;138;San Jose Sharks;Daniel O'Regan\oregada01;DE;C;18;2018;St. Sebastian's (High-MA);24;1;4;5;-4;2;;;;;;
2012;139;Chicago Blackhawks;Garret Ross\rossga01;US;LW;20;;Saginaw (OHL);;;;;;;;;;;;
2012;140;Detroit Red Wings;Michael McKee\mckeemi02;CA;D;19;;Lincoln (USHL);;;;;;;;;;;;
2012;141;Philadelphia Flyers;Reece Willcox\willcre01;CA;D;18;;Merritt (BCHL);;;;;;;;;;;;
2012;142;New York Rangers;Thomas Spelling\spellth01;DK;RW;19;;Herning (Denmark);;;;;;;;;;;;
2012;143;Pittsburgh Penguins;Clark Seymour\seymocl01;CA;D;19;;Peterborough (OHL);;;;;;;;;;;;
2012;144;Dallas Stars;Henri Kiviaho\kiviahe01;FI;G;18;;Kalpa Jr. (Finland-Jr.);;;;;;;;;;;;
2012;145;Boston Bruins;Cody Payne\payneco01;GB;RW;18;;Plymouth (OHL);;;;;;;;;;;;
2012;146;St. Louis Blues;Francois Tremblay\trembfr01;CA;G;18;;Val-D'Or (QMJHL);;;;;;;;;;;;
2012;147;Vancouver Canucks;Ben Hutton\huttobe01;CA;D;19;2019;Nepean (CCHL);216;7;44;51;-55;78;;;;;;
2012;148;Phoenix Coyotes;Niklas Tikkinen\tikkini01;FI;D;18;;Blues Jr. (Finland-Jr.);;;;;;;;;;;;
2012;149;Chicago Blackhawks;Travis Brown\browntr01;CA;D;18;;Moose Jaw (WHL);;;;;;;;;;;;
2012;150;New Jersey Devils;Alexander Kerfoot\kerfoal01;CA;C;18;2019;Coquitlam (BCHL);89;20;29;49;-9;38;;;;;;
2012;151;Los Angeles Kings;Colin Miller\milleco02;CA;D;19;2019;Sault Ste. Marie (OHL);194;19;52;71;-5;153;;;;;;
2012;152;Columbus Blue Jackets;Daniel Zaar\zaarda01;SE;RW;18;;Rogle Jr. (Sweden-Jr.);;;;;;;;;;;;
2012;153;Edmonton Oilers;John McCarron\mccarjo02;US;RW;20;;Cornell (ECAC);;;;;;;;;;;;
2012;154;Montreal Canadiens;Erik Nystrom\nystrer02;SE;LW;18;;MODO Jr. (Sweden-Jr.);;;;;;;;;;;;
2012;155;New York Islanders;Jesse Graham\grahaje01;CA;D;18;;Niagara (OHL);;;;;;;;;;;;
2012;156;Toronto Maple Leafs;Connor Brown\brownco02;CA;RW;18;2019;Erie (OHL);181;36;38;74;-2;30;;;;;;
2012;157;Toronto Maple Leafs;Ryan Rupert\ruperry01;CA;C;18;;London (OHL);;;;;;;;;;;;
2012;158;Minnesota Wild;Christoph Bertschy\bertsch02;CH;C;18;2018;Bern (Swiss);9;0;1;1;1;8;;;;;;
2012;159;Carolina Hurricanes;Collin Olson\olsonco01;US;G;18;;USA U-18 (USHL);;;;;;;;;;;;
2012;160;Winnipeg Jets;Ryan Olsen\olsenry01;CA;C;18;;Saskatoon (WHL);;;;;;;;;;;;
2012;161;Tampa Bay Lightning;Jake Dotchin\dotchja01;CA;D;18;2018;Owen Sound (OHL);83;3;19;22;27;73;;;;;;
2012;162;Colorado Avalanche;Joseph Blandisi\blandjo01;CA;C/RW;18;2019;Owen Sound (OHL);72;8;18;26;-22;62;;;;;;
2012;163;Buffalo Sabres;Linus Ullmark\ullmali01;SE;G;19;2019;MODO Jr. (Sweden-Jr.);28;0;0;0;0;0;28;11;13;2;0,922;2,36
2012;164;Nashville Predators;Simon Fernholm\fernhsi01;SE;D;18;;Huddinge Jr. (Sweden-Jr.);;;;;;;;;;;;
2012;165;Calgary Flames;Coda Gordon\gordoco01;CA;LW;18;;Swift Current (WHL);;;;;;;;;;;;
2012;166;Ottawa Senators;Francois Brassard\brassfr01;CA;G;18;;Quebec (QMJHL);;;;;;;;;;;;
2012;167;Washington Capitals;Riley Barber\barberi01;US;RW;18;2017;USA U-18 (USHL);3;0;0;0;0;0;;;;;;
2012;168;San Jose Sharks;Clifford Watson\watsocl01;US;D;18;;Sioux City (USHL);;;;;;;;;;;;
2012;169;Chicago Blackhawks;Vincent Hinostroza\hinosvi01;US;C;18;2019;Waterloo (USHL);115;15;28;43;2;37;;;;;;
2012;170;Detroit Red Wings;James De Haas\dehaaja01;CA;D;18;;Toronto Lakeshore (OJHL);;;;;;;;;;;;
2012;171;Los Angeles Kings;Tomas Hyka\hykato01;CZ;RW;19;2019;Gatineau (QMJHL);15;1;2;3;0;2;;;;;;
2012;172;Nashville Predators;Max Gortz\gortzma01;SE;RW;19;;Farjestad Jr. (Sweden-Jr.);;;;;;;;;;;;
2012;173;Pittsburgh Penguins;Anton Zlobin\zlobian01;RU;RW;19;;Shawinigan (QMJHL);;;;;;;;;;;;
2012;174;Florida Panthers;Francis Beauvillier\beauvfr01;CA;C/LW;18;;Rimouski (QMJHL);;;;;;;;;;;;
2012;175;Boston Bruins;Matthew Benning\bennima01;CA;D;18;2019;Spruce Grove (AJHL);139;9;27;36;9;78;;;;;;
2012;176;St. Louis Blues;Petteri Lindbohm\lindbpe02;FI;D;18;2017;Jokerit Jr. (Finland-Jr.);40;2;1;3;-9;37;;;;;;
2012;177;Vancouver Canucks;Wesley Myron\myronwe01;CA;LW;20;;Victoria (WHL);;;;;;;;;;;;
2012;178;Phoenix Coyotes;Hunter Fejes\fejeshu01;US;LW;18;;Shattuck-St. Mary's (High-MN);;;;;;;;;;;;
2012;179;Nashville Predators;Marek Mazanec\mazanma01;CZ;G;21;2017;Plzen (Czech);31;0;1;1;0;0;31;8;13;4;0,895;2,98
2012;180;New Jersey Devils;Artur Gavrus\gavruar01;BY;C/LW;18;;Owen Sound (OHL);;;;;;;;;;;;
2012;181;Los Angeles Kings;Paul Ladue\laduepa01;US;D;20;2019;Lincoln (USHL);39;4;9;13;0;22;;;;;;
2012;182;Columbus Blue Jackets;Gianluca Curcuruto\curcugi01;CA;D;18;;Sault Ste. Marie (OHL);;;;;;;;;;;;
2012;183;Dallas Stars;Dmitry Sinitsyn\sinitdm01;RU;D;18;;Zelenograd Jr./U. Mass-Lowell (H-East);;;;;;;;;;;;
2012;184;Phoenix Coyotes;Marek Langhamer\langhma01;CZ;G;18;2018;Pardubice Jr. (Czech);2;0;0;0;0;0;2;0;0;0;0,944;1,35
2012;185;New York Islanders;Jake Bischoff\bischja01;US;D;18;;Grand Rapids (High-MN);;;;;;;;;;;;
2012;186;Calgary Flames;Matthew Deblouw\debloma01;US;C;18;;Muskegon (USHL);;;;;;;;;;;;
2012;187;Anaheim Ducks;Kenton Helgesen\helgeke01;CA;D;18;;Calgary (WHL);;;;;;;;;;;;
2012;188;Minnesota Wild;Louis Nanne\nannelo02;US;LW;18;;Edina High (High-MN);;;;;;;;;;;;
2012;189;Carolina Hurricanes;Brendan Collier\collibr01;US;LW;18;;Malden Catholic (High-MA);;;;;;;;;;;;
2012;190;Winnipeg Jets;Jamie Phillips\phillja01;CA;G;19;;Toronto Jr. Canadiens (OJHL);;;;;;;;;;;;
2012;191;Chicago Blackhawks;Brandon Whitney\whitnbr01;CA;G;18;;Victoriaville (QMJHL);;;;;;;;;;;;
2012;192;Colorado Avalanche;Colin Smith\smithco01;CA;C;19;2015;Kamloops (WHL);1;0;0;0;0;0;;;;;;
2012;193;Buffalo Sabres;Brady Austin\austibr01;CA;D;19;2017;Belleville (OHL);5;0;0;0;0;4;;;;;;
2012;194;Florida Panthers;Jonatan Nielsen\nielsjo01;SE;D;19;;Linkoping Jr. (Sweden-Jr.);;;;;;;;;;;;
2012;195;Washington Capitals;Christian Djoos\djoosch01;SE;D;18;2019;Brynas Jr. (Sweden-Jr.);72;3;13;16;14;12;;;;;;
2012;196;Ottawa Senators;Mikael Wikstrand\wikstmi01;SE;D;18;;Mora (Sweden-2);;;;;;;;;;;;
2012;197;Washington Capitals;Jaynen Rissling\risslja01;CA;D;18;;Calgary (WHL);;;;;;;;;;;;
2012;198;San Jose Sharks;Joakim Ryan\ryanjo02;US;D;19;2019;Cornell (ECAC);71;3;10;13;18;15;;;;;;
2012;199;Chicago Blackhawks;Matt Tomkins\tomkima01;CA;G;18;;Sherwood Park (AJHL);;;;;;;;;;;;
2012;200;Detroit Red Wings;Rasmus Bodin\bodinra01;SE;LW;18;;Ostersunds (Sweden);;;;;;;;;;;;
2012;201;Philadelphia Flyers;Valeri Vasiliev\vasilva01;RU;D;18;;Spartak 2 (Russia-Jr.);;;;;;;;;;;;
2012;202;Tampa Bay Lightning;Nikita Gusev\gusevni01;RU;LW;20;;CSKA 2 (Russia-Jr.);;;;;;;;;;;;
2012;203;Washington Capitals;Sergey Kostenko\kostese01;RU;G;19;;Novokuznetsk 2 (Russia-Jr.);;;;;;;;;;;;
2012;204;Buffalo Sabres;Judd Peterson\peterju02;US;C/RW;18;;Duluth Marshall (High-MN);;;;;;;;;;;;
2012;205;Boston Bruins;Colton Hargrove\hargrco01;US;LW;20;;Fargo (USHL);;;;;;;;;;;;
2012;206;St. Louis Blues;Tyrel Seaman\seamaty01;CA;C;18;;Brandon (WHL);;;;;;;;;;;;
2012;207;Vancouver Canucks;Matthew Beattie\beattma01;US;LW;19;;Exeter (High-NH);;;;;;;;;;;;
2012;208;Phoenix Coyotes;Justin Hache\hacheju01;CA;D;18;;Shawinigan (QMJHL);;;;;;;;;;;;
2012;209;Toronto Maple Leafs;Viktor Loov\loovvi01;SE;D;19;2016;Sodertalje (Sweden-2);4;0;2;2;4;0;;;;;;
2012;210;Anaheim Ducks;Jaycob Megna\megnaja02;US;D;19;2018;Nebraska-Omaha (WCHA);15;0;1;1;-3;2;;;;;;
2012;211;Los Angeles Kings;Nick Ebert\ebertni01;US;D;18;;Windsor (OHL);;;;;;;;;;;;
2011;1;Edmonton Oilers;Ryan Nugent-Hopkins\nugenry01;CA;C;18;2019;Red Deer (WHL);465;122;202;324;-27;142;;;;;;
2011;2;Colorado Avalanche;Gabriel Landeskog\landega01;SE;LW;18;2019;Kitchener (OHL);516;151;202;353;33;399;;;;;;
2011;3;Florida Panthers;Jonathan Huberdeau\huberjo01;CA;C;18;2019;Saint John (QMJHL);393;97;177;274;1;185;;;;;;
2011;4;New Jersey Devils;Adam Larsson\larssad01;SE;D;18;2019;Skelleftea (Sweden);424;17;87;104;46;250;;;;;;
